student_id,name,gender,age,gpa,study_hours_per_week,programme,region,scholarship,tuition_paid
2024,Ama Ofori,male,18,3.39,23,MSc Economics,Volta,YES,10000
1186,Kojo Owusu,male,34,3.5,16,MSc Data Science,Volta,YES,7250
1172,Kojo Sarpong,male,28,1.24,12,MSc Economics,Volta,YES,13250
1422,Efua Lee,M,31,1.37,6,MSc Data Science, Volta ,Yes,7000
1916,Samuel Sarpong,female,33,1.83,8,MPhil Statistics, Upper West ,No,8000
1874,Rashid Ofori,female,19,3.03,27,MPhil Statistics,Ashanti,no,10750
1482,Irene Owusu,male,34,2.49,22,MPhil Statistics,upper east,No,11750
1062,Isaac Doe,Male,31,3.03,2,MPhil Statistics,upper west,no,12500
1695,Michael Tetteh,Male,35,3.87,33,MSc Data Science,Volta,no,5750
1924,Kofi Lee,M,23,,32,MSc Data Science,Ashanti,Yes,3750
1386,Isaac Owusu,Male,23,2.37,26,MBA,greater accra,no,4000
2191,Akosua Sarpong,female,29,2.59,4,MSc Data Science,upper east,Yes,7250
1286,Rashid Sarpong,female,twenty-two,3.22,22,MBA,ashanti,no,3000
1195,Rashid Doe,M,twenty-two,1.44,20,MSc Economics,Eastern,No,8250
1406,Grace Tetteh,male,17,3.84,39,MSc Data Science,upper west,no,11000
2168,Efua Agyeman,Male,31,2.97,1,MPhil Statistics,upper west,Yes,13000
1967,Isaac Lee,F,27,3.66,30,MSc Data Science,Eastern,No,2000
1573,Kwame Amankwah,male,28,1.61,3,MSc Data Science,ashanti,No,11500
2106,Irene Addo,Male,25,3.23,30,MPhil Statistics,Eastern,No,16250
1130,Efua Doe,M,33,1.21,0,MSc Economics,Central,YES,8250
1368,Samuel Agyeman,female,34,3.26,1,MPhil Statistics,Northern,no,14250
2172,Abena Addo,Male,35,3.85,16,MSc Economics,ashanti,Yes,6250
1847,Yaw Tetteh,female,18,2.02,16,MBA,western,no,13750
2127,Fatima Ofori,F,19,1.44,7,MSc Data Science,Ashanti,no,5000
1664,Selina Boateng,male,19,3.95,16,MBA,Northern,YES,8500
2367,Isaac Nkrumah,Male,31,2.13,10,MPhil Statistics,eastern,YES,16250
1489,Adwoa Amankwah,F,29,3.1,22,MSc Data Science,upper west,Yes,17000
2266,Adwoa Owusu,male,17,3.55,32,MPhil Statistics,Northern,no,8250
1772,Emmanuel Doe,F,32,2.35,ten,MPhil Statistics,Ashanti,YES,9750
1673,Adwoa Brown,female,21,3.84,7,MSc Economics,Ashanti,YES,5000
1541,Kwame Agyeman,Male,17,2.3,12,MSc Data Science,Eastern,Yes,7250
1128,Grace Amankwah,F,33,1.04,17,MSc Data Science,Upper West,Yes,7750
1881,Samuel Lee,M,31,,20,MSc Economics,upper west,no,15500
1362,Ama Mensah,Male,26,1.33,27,MSc Economics,Eastern,no,10000
1757,Akosua Lee,M,120,3.48,18,MSc Data Science,Eastern,YES,10250
1170,Adwoa Asare,Male,31,2.9,3,MSc Economics,volta,No,13750
2359,Abena Tetteh,Male,21,2.09,9,MBA,ashanti,YES,7750
1120,Efua Lee,male,30,3.69,27,MBA,Greater Accra,no,9500
2222,Kwame Owusu,male,30,,38,MSc Economics,northern,YES,17000
1965,Akosua Tetteh,male,22,3.59,25,MBA,upper east,YES,15500
2467,Grace Amankwah,male,22,3.5,32,MSc Economics,Ashanti,no,17000
1581,Kwame Doe,F,18,1.69,38,MSc Data Science,Upper East,YES,14750
1736,Abena Asare,F,twenty-two,1.91,ten,MPhil Statistics,Upper West,Yes,4250
2009,Isaac Agyeman,M,26,2.84,10,MSc Data Science,Central,No,2750
2178,Fatima Tetteh,M,27,2.39,25,MPhil Statistics,western,Yes,10000
2000,Ama Nkrumah,Female,twenty-two,3.72,10,MSc Economics,upper east,YES,4000
1615,Fatima Sarpong,Female,28,2.05,24,MPhil Statistics,northern,YES,2500
2238,Kofi Nkrumah,Male,22,1.57,37,MBA,western,Yes,10000
1201,Daniel Amankwah,female,20,3.42,34,MSc Economics,eastern,Yes,15250
1746,Akosua Ofori,Male,120,2.45,28,MSc Data Science,eastern,Yes,3750
1250,Adwoa Brown,female,29,4.8,3,MSc Data Science,Ashanti,No,8000
1378,Daniel Asare,M,25,1.6,32,MPhil Statistics,Upper West,No,16250
1316,Fatima Tetteh,M,19,,21,MPhil Statistics,upper west,no,15000
1147,Kojo Agyeman,male,21,2.03,2,MSc Economics,northern,Yes,4250
1463,Akosua Lee,Female,29,2.26,ten,MSc Economics,Ashanti,YES,?
1758,Akosua Nkrumah,male,20,1.58,1,MPhil Statistics,Western,no,7000
2204,Emmanuel Lee,Female,22,4.8,40,MBA,northern,No,6250
2459,Fatima Lee,Male,20,2.15,8,MSc Economics,Upper East,No,12750
1142,Fatima Tetteh,M,28,2.93,30,MBA,ashanti,no,7000
2307,Abena Nkrumah,Male,32,3.0,38,MPhil Statistics,northern,No,16750
2035,Isaac Addo,F,18,3.84,21,MSc Data Science,central,No,4000
1722,Selina Sarpong,female,19,3.87,ten,MBA,eastern,no,4250
1356,Adwoa Agyeman,Male,19,1.63,11,MSc Data Science,Ashanti,YES,10500
1505,Kwame Asare,M,24,3.53,27,MSc Data Science,Central,YES,13500
1336,Samuel Ofori,female,22,1.79,39,MSc Economics,ashanti,Yes,17750
1068,Irene Agyeman,male,33,3.24,21,MPhil Statistics,greater accra,YES,17750
2386,Adwoa Nkrumah,Female,30,1.25,16,MPhil Statistics, Upper West ,No,17000
2492,Abena Nkrumah,male,29,1.96,ten,MSc Data Science, Greater Accra ,No,10750
1420,Efua Mensah,Male,31,3.27,0,MSc Data Science,western,no,5000
2066,Irene Tetteh,male,28,3.03,13,MSc Economics,Northern,YES,3000
1083,Samuel Nkrumah,M,26,1.64,32,MSc Data Science,eastern,no,9000
1326,Michael Tetteh,male,22,1.5,34,MSc Data Science,Upper East,Yes,3000
2320,Irene Addo,male,19,3.88,35,MSc Economics,Western,no,4250
1042,Abena Amankwah,female,31,3.67,22,MSc Data Science,upper east,Yes,2250
1016,Joseph Ofori,Male,23,1.98,9,MSc Data Science,Ashanti,no,16750
1159,Grace Sarpong,male,25,1.65,23,MBA,Eastern,No,7500
1469,Grace Amankwah,F,120,3.55,22,MPhil Statistics,Northern,YES,9250
1626,Emmanuel Boateng,Female,34,3.58,33,MBA, Upper East ,no,12500
2239,Irene Boateng,female,28,4.8,16,MPhil Statistics,Ashanti,Yes,3500
2026,Efua Tetteh,F,23,3.27,ten,MSc Data Science,Upper East,no,10000
1981,Samuel Agyeman,F,28,2.79,11,MBA, upper west ,No,3750
1594,Joseph Agyeman,male,19,1.83,8,MPhil Statistics,Greater Accra,Yes,2500
2167,Isaac Boateng,F,25,3.32,16,MSc Economics,upper east,YES,16500
1756,Kofi Brown,male,twenty-two,2.47,2,MBA,Upper East,Yes,16000
2298,Akosua Owusu,Female,29,2.42,21,MSc Economics,central,No,2250
1580,Daniel Nkrumah,Female,20,2.13,17,MPhil Statistics,greater accra,YES,11000
2441,Kojo Doe,F,23,2.98,ten,MSc Data Science,Greater Accra,No,14250
1527,Samuel Addo,F,25,1.36,1,MBA,eastern,no,5500
2335,Isaac Brown,Female,20,3.29,39,MSc Data Science, Upper East ,Yes,4000
1854,Emmanuel Sarpong,F,27,2.48,4,MPhil Statistics,Western,no,15500
1100,Yaw Boateng,female,34,2.41,18,MBA,upper west,no,14250
1329,Efua Boateng,female,17,3.41,25,MBA,Volta,Yes,9000
1493,Kofi Brown,female,28,2.2,5,MSc Economics, Eastern ,No,16000
2200,Kofi Lee,female,35,2.81,40,MSc Economics,greater accra,Yes,6500
2192,Yaw Nkrumah,Male,twenty-two,2.46,7,MSc Economics,northern,YES,6250
1084,Grace Amankwah,Female,20,1.37,26,MSc Data Science,volta,No,15250
1003,Kojo Owusu,Male,31,1.05,1,MSc Economics,Volta,Yes,13000
1793,Michael Lee,male,30,2.53,32,MSc Data Science,northern,YES,9250
2206,Ama Nkrumah,F,twenty-two,3.46,24,MBA,central,YES,15250
2093,Joseph Mensah,female,18,1.83,13,MSc Economics,upper east,Yes,6500
2065,Joseph Doe,M,30,1.45,40,MSc Economics, Western ,no,9000
2057,Fatima Mensah,Male,33,3.64,25,MSc Data Science,ashanti,Yes,6500
1697,Kofi Mensah,Male,18,2.56,40,MBA,Eastern,No,3750
1216,Michael Nkrumah,F,26,2.07,21,MBA,northern,No,16250
2274,Irene Addo,F,21,1.92,25,MSc Economics,Central,no,12000
1502,Isaac Amankwah,male,31,3.21,40,MPhil Statistics,volta,YES,16000
2471,Ama Addo,female,26,2.48,18,MSc Data Science,upper west,No,11250
1081,Samuel Mensah,F,28,2.17,24,MPhil Statistics,greater accra,YES,2500
2365,Yaw Sarpong,male,27,2.57,28,MSc Economics,Northern,YES,11750
1038,Fatima Agyeman,Male,24,3.7,2,MSc Economics,Upper East,No,15500
2443,Adwoa Addo,Male,27,2.4,16,MSc Data Science,Central,No,16750
1520,Akosua Tetteh,male,34,3.03,32,MSc Economics,volta,YES,16000
2080,Rashid Tetteh,M,26,3.72,ten,MSc Economics,eastern,Yes,15000
2054,Emmanuel Amankwah,Male,30,1.66,23,MSc Data Science,eastern,Yes,5000
1392,Selina Amankwah,female,20,1.29,33,MBA,Upper East,No,3750
1183,Irene Amankwah,M,27,2.18,39,MSc Economics,Central,Yes,6000
1375,Kofi Doe,F,29,2.56,2,MBA,ashanti,Yes,4750
1530,Selina Lee,female,20,2.86,ten,MPhil Statistics, Northern ,Yes,17250
2456,Rashid Tetteh,Male,20,2.08,22,MPhil Statistics,Greater Accra,No,8500
1872,Fatima Asare,Female,19,3.14,25,MBA,volta,Yes,3250
1067,Fatima Tetteh,Male,28,1.18,35,MSc Data Science,upper east,Yes,?
1733,Samuel Amankwah,female,29,3.16,4,MSc Data Science,Upper East,YES,5500
1485,Adwoa Ofori,female,20,3.46,38,MSc Economics,western,no,15000
2215,Fatima Doe,F,32,3.3,35,MPhil Statistics,Western,YES,14250
1408,Rashid Asare,Female,22,2.93,5,MSc Data Science,central,No,14250
2470,Irene Lee,female,26,3.61,35,MPhil Statistics,Central,no,5500
1804,Adwoa Lee,female,34,2.58,10,MSc Data Science,Volta,YES,10250
1430,Joseph Agyeman,F,35,,5,MSc Economics,Ashanti,Yes,5500
1173,Kwame Tetteh,male,20,1.24,11,MBA,northern,No,9500
1591,Samuel Asare,M,21,2.0,35,MSc Economics, upper west ,No,4250
2289,Emmanuel Mensah,Female,19,,20,MSc Data Science,upper west,YES,17500
1331,Emmanuel Sarpong,male,twenty-two,2.23,15,MSc Economics,Western,Yes,13000
1572,Isaac Sarpong,female,33,2.79,14,MBA,volta,YES,7250
1488,Isaac Doe,Female,26,1.75,31,MPhil Statistics,central,Yes,7750
1285,Ama Amankwah,female,22,3.67,24,MPhil Statistics,Greater Accra,Yes,14750
1994,Ama Addo,F,23,3.1,33,MSc Data Science,Western,YES,12500
1716,Rashid Brown,Female,29,2.61,19,MBA,Central,No,8500
2207,Irene Mensah,Male,26,1.59,5,MSc Data Science,central,No,5750
2249,Rashid Tetteh,female,31,,6,MSc Economics,Western,no,6250
2268,Samuel Tetteh,M,30,2.8,32,MBA,Western,no,11000
1233,Adwoa Brown,female,29,1.39,36,MPhil Statistics,volta,no,5250
1846,Efua Brown,Female,35,4.8,24,MBA, western ,Yes,6000
1825,Grace Addo,male,20,2.28,40,MPhil Statistics,Greater Accra,Yes,15500
1280,Efua Boateng,M,23,2.19,12,MPhil Statistics,Western,YES,2500
1808,Kwame Asare,Male,34,3.08,18,MSc Economics,northern,no,7000
2445,Daniel Asare,Male,33,3.48,7,MSc Economics,central,YES,13750
2101,Kojo Owusu,male,17,3.1,5,MSc Economics,Northern,YES,6500
2478,Fatima Agyeman,Female,25,2.01,31,MPhil Statistics,Greater Accra,YES,11250
1554,Akosua Agyeman,M,18,3.49,28,MSc Data Science,Upper West,YES,16250
2155,Ama Boateng,male,32,1.48,35,MPhil Statistics,Northern,Yes,7000
1970,Adwoa Asare,M,33,3.16,26,MBA,greater accra,YES,12250
2384,Isaac Mensah,female,24,2.82,24,MSc Economics,upper west,no,13250
2041,Selina Tetteh,F,27,,0,MPhil Statistics,Northern,no,2250
2133,Kwame Addo,female,32,1.1,2,MPhil Statistics,Western,YES,18000
1878,Adwoa Doe,M,28,2.88,18,MPhil Statistics,central,no,10000
1271,Joseph Lee,Male,35,3.08,37,MBA,Eastern,no,16750
1625,Emmanuel Sarpong,male,twenty-two,3.9,11,MSc Economics,Central,no,16500
1461,Ama Boateng,Male,23,2.45,32,MSc Economics,Upper East,YES,16500
1700,Rashid Brown,Female,25,2.39,40,MPhil Statistics,western,Yes,9750
2237,Yaw Mensah,Male,19,1.37,26,MBA,Volta,Yes,8750
1061,Rashid Doe,F,31,2.36,3,MSc Economics,volta,No,10750
1202,Michael Mensah,Female,26,1.3,32,MBA,Upper East,No,16250
1400,Joseph Ofori,female,34,1.43,37,MSc Data Science,volta,no,15750
1029,Akosua Lee,Female,18,2.54,4,MSc Data Science,western,No,12750
1598,Yaw Agyeman,male,21,1.23,30,MSc Economics,Greater Accra,No,2750
2469,Fatima Brown,M,33,1.97,4,MSc Data Science,Upper West,no,13250
1931,Michael Boateng,M,31,3.0,37,MSc Data Science, Northern ,no,15000
2211,Efua Agyeman,F,18,3.26,26,MBA,Greater Accra,no,6500
1452,Grace Asare,F,20,2.65,7,MBA,Ashanti,no,14750
1992,Grace Mensah,F,34,,20,MSc Data Science,central,No,5250
1127,Yaw Mensah,female,31,2.21,29,MSc Economics,volta,No,2750
2099,Kojo Doe,Female,24,2.56,25,MBA,upper west,YES,7750
1348,Kojo Sarpong,M,28,1.77,19,MPhil Statistics,greater accra,Yes,5750
2246,Akosua Asare,Male,32,1.16,1,MSc Economics,western,No,17250
1117,Emmanuel Nkrumah,F,34,4.8,22,MPhil Statistics,Eastern,Yes,4000
1105,Efua Lee,Female,33,3.14,22,MPhil Statistics,Eastern,Yes,13750
1844,Samuel Agyeman,Male,18,2.26,12,MSc Economics,central,YES,9500
1380,Isaac Sarpong,Female,33,3.53,39,MSc Economics,Greater Accra,no,15000
1352,Michael Sarpong,M,24,2.76,3,MSc Data Science,Eastern,YES,17750
1294,Kojo Agyeman,female,30,1.06,11,MBA,Volta,No,18000
1607,Kofi Amankwah,female,17,2.39,13,MPhil Statistics, Volta ,YES,9500
1902,Rashid Owusu,female,25,3.11,21,MPhil Statistics,volta,no,2500
1790,Selina Nkrumah,M,30,2.24,17,MBA,Upper West,YES,14500
2281,Daniel Ofori,male,18,2.7,5,MBA, western ,Yes,4250
1092,Emmanuel Nkrumah,Female,24,2.5,26,MSc Data Science,eastern,YES,11250
1024,Samuel Boateng,F,twenty-two,2.28,24,MSc Economics,Ashanti,YES,9000
2481,Yaw Ofori,female,30,3.33,39,MSc Economics,greater accra,no,9750
1986,Ama Boateng,F,21,1.24,ten,MBA,Eastern,no,6500
1091,Ama Brown,female,18,3.44,1,MPhil Statistics,Central,YES,12000
1652,Samuel Addo,female,twenty-two,1.87,9,MSc Economics,greater accra,no,11750
1524,Abena Ofori,M,22,3.35,36,MBA,northern,Yes,14500
1569,Samuel Agyeman,Female,19,3.32,26,MPhil Statistics, northern ,YES,16250
1735,Irene Tetteh,M,29,3.44,12,MBA,Eastern,YES,11000
2349,Akosua Mensah,F,20,3.82,27,MPhil Statistics,northern,no,7750
2122,Grace Lee,Male,22,3.31,37,MSc Economics,Volta,Yes,2500
1972,Abena Owusu,Female,33,2.46,29,MBA,Northern,no,14250
2272,Efua Boateng,Male,29,2.78,9,MSc Data Science,eastern,No,12000
1620,Emmanuel Mensah,male,19,3.26,25,MBA, Western ,Yes,2000
1860,Grace Asare,female,22,2.8,24,MBA,Ashanti,Yes,12000
2112,Isaac Boateng,F,29,3.0,40,MPhil Statistics,Greater Accra,YES,6750
1644,Joseph Sarpong,female,34,3.53,2,MPhil Statistics,upper east,no,17750
1612,Kojo Boateng,Male,33,1.49,32,MSc Data Science,upper west,Yes,9750
2437,Kwame Addo,female,17,3.4,9,MSc Economics,Volta,YES,7750
1224,Abena Boateng,Female,18,3.16,27,MBA,greater accra,Yes,2250
2105,Emmanuel Brown,F,33,2.9,34,MPhil Statistics,eastern,no,13000
1214,Kojo Mensah,Female,17,2.63,30,MBA,greater accra,Yes,15500
2317,Daniel Brown,female,33,3.75,38,MBA,eastern,Yes,11250
1886,Fatima Brown,male,35,2.97,11,MPhil Statistics,central,no,4250
2149,Adwoa Owusu,M,34,2.7,0,MSc Data Science,eastern,No,6250
1863,Grace Brown,female,35,1.4,15,MBA,northern,Yes,8000
1078,Michael Asare,Male,25,3.49,25,MSc Data Science,Volta,YES,11500
2436,Kojo Agyeman,female,33,2.24,37,MPhil Statistics,central,No,9500
1001,Kojo Brown,Female,35,1.84,30,MPhil Statistics,eastern,no,3500
1389,Michael Brown,male,29,,34,MBA,Upper East,YES,17750
2399,Ama Sarpong,Male,25,1.78,37,MSc Economics,ashanti,No,4250
1440,Yaw Boateng,male,29,2.96,17,MBA,eastern,YES,7750
1668,Grace Lee,male,22,1.07,3,MBA,Greater Accra,No,16750
1858,Adwoa Asare,Female,20,1.59,25,MSc Data Science,Volta,no,3250
1641,Adwoa Mensah,Female,21,3.5,30,MBA,northern,No,10500
1836,Samuel Nkrumah,Male,25,2.68,20,MBA,northern,no,17750
2264,Joseph Addo,female,twenty-two,3.51,16,MSc Data Science,Volta,No,2500
2097,Ama Ofori,male,31,1.7,27,MSc Data Science,Ashanti,YES,7750
1552,Emmanuel Brown,male,19,1.68,10,MPhil Statistics,Upper West,Yes,2750
2331,Selina Addo,F,21,1.68,18,MBA,central,YES,6250
1298,Efua Agyeman,female,17,1.71,19,MSc Data Science,volta,YES,12500
1546,Adwoa Tetteh,M,27,1.84,15,MBA,Ashanti,No,3250
1544,Kofi Amankwah,female,28,3.59,39,MSc Economics,volta,YES,14500
1278,Daniel Mensah,M,25,3.4,20,MBA,Greater Accra,No,12250
2474,Isaac Owusu,M,27,,38,MPhil Statistics,Eastern,No,9750
1323,Selina Boateng,Female,31,,30,MPhil Statistics,Upper East,no,4000
1491,Abena Asare,F,29,1.73,18,MBA,upper west,Yes,5250
2027,Samuel Asare,M,33,2.47,26,MBA,northern,Yes,13750
1817,Daniel Boateng,M,23,1.86,25,MSc Economics, Eastern ,No,12750
2177,Joseph Owusu,F,17,3.29,34,MSc Economics,Central,Yes,12250
1996,Selina Sarpong,female,25,1.91,34,MSc Economics,ashanti,No,16750
2293,Irene Addo,F,21,1.72,19,MBA,upper east,YES,4250
2406,Irene Sarpong,Female,30,1.68,32,MSc Data Science,Northern,Yes,16250
2153,Ama Boateng,M,20,2.86,26,MSc Economics,Volta,No,3250
1653,Daniel Ofori,M,26,2.87,32,MBA,Eastern,Yes,18000
2287,Yaw Asare,Female,23,1.91,19,MSc Economics,greater accra,Yes,3500
2208,Selina Lee,F,29,2.3,32,MSc Data Science,Central,no,2750
1222,Irene Sarpong,female,33,3.93,24,MSc Economics,Eastern,No,10000
2457,Samuel Agyeman,female,34,3.59,37,MBA,Northern,YES,3000
2490,Emmanuel Asare,F,24,1.72,11,MBA,ashanti,no,5750
1852,Joseph Asare,female,20,2.65,28,MSc Data Science,volta,Yes,12000
1811,Michael Amankwah,female,22,3.99,24,MPhil Statistics,Volta,Yes,9500
2491,Samuel Boateng,female,22,3.9,40,MBA,ashanti,no,9750
1007,Fatima Tetteh,male,twenty-two,1.37,8,MSc Data Science,Ashanti,YES,7000
1310,Isaac Owusu,F,30,3.39,28,MPhil Statistics,Upper West,Yes,8250
2116,Kojo Owusu,M,20,1.5,12,MBA,Northern,YES,6250
2488,Efua Boateng,male,20,3.62,25,MSc Economics,volta,No,16750
1282,Grace Ofori,F,30,1.12,23,MSc Economics,Western,YES,10250
2243,Irene Nkrumah,female,21,1.18,38,MSc Data Science,Upper West,No,15500
2346,Akosua Nkrumah,F,28,1.23,7,MBA,Ashanti,YES,2250
1149,Adwoa Amankwah,Male,31,1.36,28,MPhil Statistics,Greater Accra,no,15500
1398,Michael Ofori,female,20,2.4,4,MSc Data Science,Ashanti,no,18000
1884,Adwoa Sarpong,female,35,2.87,8,MPhil Statistics,central,Yes,12000
1328,Emmanuel Lee,F,31,,3,MSc Economics,central,no,?
1487,Ama Doe,Male,34,1.0,ten,MBA,Upper East,Yes,9500
1578,Akosua Ofori,male,27,4.8,13,MSc Data Science,Eastern,No,5250
1689,Daniel Amankwah,Male,21,1.31,6,MSc Data Science,northern,Yes,6750
1523,Selina Addo,Female,18,3.31,23,MSc Data Science,upper west,YES,3250
1952,Efua Addo,female,23,2.82,0,MSc Economics,Upper East,No,4500
1643,Daniel Boateng,female,19,2.35,11,MPhil Statistics,Greater Accra,Yes,8000
1272,Grace Agyeman,Male,27,1.84,3,MBA,Northern,no,9000
1654,Samuel Addo,Male,27,3.22,40,MSc Economics,upper west,Yes,4750
1628,Grace Mensah,male,21,1.46,16,MSc Data Science,Eastern,Yes,6750
1087,Kojo Nkrumah,male,twenty-two,1.72,7,MBA,upper west,no,6000
1165,Efua Nkrumah,Female,21,3.82,12,MSc Data Science, ashanti ,No,9750
2325,Rashid Tetteh,Female,17,1.53,13,MPhil Statistics,upper west,Yes,5750
1650,Joseph Ofori,M,26,2.18,40,MSc Data Science,Ashanti,No,17250
1556,Joseph Tetteh,female,20,3.4,17,MSc Economics,Ashanti,no,15250
1194,Rashid Owusu,Female,19,3.58,15,MBA,northern,No,15000
1327,Michael Lee,F,21,,13,MPhil Statistics,central,YES,16000
1344,Joseph Lee,F,26,1.27,16,MSc Data Science,volta,YES,16000
1109,Michael Sarpong,M,24,,39,MBA,Ashanti,No,7500
1156,Yaw Mensah,F,19,1.13,14,MSc Economics,Northern,no,7250
1531,Kwame Doe,female,18,,22,MSc Data Science,eastern,No,13000
2267,Akosua Amankwah,male,23,,33,MBA,Upper West,No,15000
1376,Efua Nkrumah,F,32,3.09,39,MSc Data Science,Western,YES,11000
2083,Abena Addo,male,twenty-two,1.24,14,MSc Economics,Ashanti,no,4250
2400,Michael Lee,F,24,3.38,28,MBA,greater accra,YES,16250
1785,Samuel Nkrumah,male,25,1.5,26,MSc Data Science,ashanti,no,7000
1481,Yaw Owusu,Male,20,3.78,0,MBA,greater accra,Yes,7500
1729,Rashid Boateng,F,17,1.77,8,MSc Economics,Western,no,7750
1718,Kojo Lee,M,26,1.93,40,MPhil Statistics,northern,Yes,4250
1795,Adwoa Tetteh,F,32,3.29,1,MSc Economics,Western,Yes,7250
2454,Michael Sarpong,male,31,2.47,27,MSc Economics,Upper East,Yes,12750
2298,Akosua Owusu,Female,29,2.42,21,MSc Economics,central,No,2250
1472,Michael Addo,M,20,2.06,2,MSc Data Science,Western,YES,2500
2294,Joseph Agyeman,male,22,2.01,30,MPhil Statistics,Eastern,YES,6250
1017,Michael Brown,Female,20,1.83,10,MSc Economics,Ashanti,no,17250
1780,Selina Addo,M,34,1.63,2,MPhil Statistics,eastern,No,16750
2280,Efua Amankwah,male,20,2.0,14,MSc Economics,northern,YES,7250
1076,Fatima Asare,F,24,2.81,40,MSc Economics,eastern,No,8750
1135,Yaw Lee,Male,33,3.77,19,MSc Data Science,volta,YES,17000
1002,Isaac Agyeman,M,34,3.12,13,MBA,Central,YES,12500
1438,Kwame Ofori,M,31,2.72,27,MSc Data Science,Greater Accra,YES,10750
2414,Adwoa Owusu,male,31,1.79,34,MSc Data Science,Northern,No,4750
1320,Isaac Agyeman,Female,26,1.62,ten,MBA,ashanti,YES,16750
2008,Kwame Ofori,female,33,3.56,15,MSc Data Science,greater accra,YES,7000
1929,Kwame Addo,female,25,1.98,32,MSc Data Science,ashanti,no,6000
1991,Ama Addo,female,23,3.68,ten,MBA,Eastern,no,12750
1666,Joseph Boateng,F,35,3.08,25,MPhil Statistics,Ashanti,YES,3000
1322,Fatima Lee,F,twenty-two,3.55,33,MPhil Statistics,Central,Yes,8750
1568,Grace Asare,Male,23,3.91,37,MBA,upper west,YES,8000
1912,Isaac Brown,female,34,1.04,3,MSc Economics,Greater Accra,no,15750
1252,Michael Doe,female,32,2.26,3,MSc Data Science,volta,No,5250
1908,Selina Amankwah,Male,33,1.45,27,MSc Economics,Western,no,4750
2323,Akosua Asare,Female,28,1.87,2,MBA,upper east,No,10250
2371,Akosua Tetteh,F,17,1.7,36,MSc Data Science,greater accra,No,3500
1063,Michael Owusu,M,27,2.2,24,MSc Data Science,central,Yes,12000
1777,Rashid Owusu,female,120,2.04,28,MSc Economics,ashanti,no,4000
1090,Michael Boateng,F,26,1.14,16,MSc Economics,greater accra,no,5750
1800,Daniel Agyeman,female,23,2.48,20,MSc Data Science,Ashanti,No,17750
1732,Abena Doe,Female,17,1.03,14,MSc Data Science,volta,no,2500
1157,Michael Amankwah,female,35,1.05,33,MSc Economics,ashanti,no,13000
1442,Michael Boateng,M,22,3.83,25,MSc Data Science,eastern,Yes,4000
2284,Joseph Doe,Female,33,3.45,25,MPhil Statistics,volta,no,9250
1744,Irene Boateng,Male,34,2.14,37,MBA,northern,YES,16750
1415,Yaw Tetteh,Male,31,2.82,7,MBA,western,No,15750
1875,Grace Mensah,male,19,1.66,10,MSc Economics,northern,Yes,6750
1696,Joseph Agyeman,female,27,1.07,37,MBA,Central,no,14250
1553,Efua Nkrumah,M,twenty-two,2.48,20,MBA,central,YES,10000
1512,Grace Mensah,Male,34,1.83,14,MSc Data Science,central,No,6750
2412,Akosua Doe,M,29,3.66,25,MBA,ashanti,Yes,6500
1522,Kojo Addo,Female,19,,27,MBA,central,Yes,9500
2194,Adwoa Addo,F,18,,6,MSc Data Science,northern,no,12000
2383,Daniel Ofori,male,25,1.1,0,MBA,Eastern,YES,15250
1721,Kojo Asare,F,19,,36,MBA,ashanti,Yes,12250
1474,Samuel Agyeman,Female,28,4.8,30,MPhil Statistics,Volta,Yes,7250
2282,Samuel Sarpong,Male,27,3.38,21,MBA,Eastern,Yes,4000
2040,Ama Amankwah,M,23,,15,MPhil Statistics,Central,YES,5000
2305,Abena Sarpong,Female,17,2.53,0,MSc Economics,Upper East,no,17500
1181,Adwoa Ofori,male,28,3.1,30,MPhil Statistics,Western,no,7250
1740,Fatima Mensah,M,20,3.78,23,MSc Economics,volta,Yes,6500
1769,Isaac Doe,M,24,2.19,19,MBA,Upper East,no,15750
2389,Michael Agyeman,female,120,3.11,4,MSc Economics,Upper West,no,13500
1402,Kwame Amankwah,F,21,2.91,15,MPhil Statistics, Central ,no,9750
2244,Selina Owusu,F,34,1.12,6,MSc Data Science,western,Yes,9250
1828,Michael Agyeman,Female,35,1.78,13,MSc Economics,western,No,14500
1346,Selina Sarpong,Male,20,3.2,11,MPhil Statistics,greater accra,no,16500
2394,Selina Tetteh,Male,24,1.36,29,MSc Data Science,upper east,Yes,4500
1251,Efua Brown,male,28,1.18,18,MSc Data Science, Volta ,Yes,8500
1296,Michael Asare,M,35,3.8,25,MSc Data Science,Greater Accra,YES,15750
2179,Grace Doe,Female,23,3.18,7,MBA,Upper East,no,11250
1998,Ama Doe,female,27,1.68,13,MSc Economics,Northern,No,4250
2245,Rashid Doe,Male,30,1.63,36,MBA,volta,no,3250
1810,Kwame Addo,Male,24,1.04,38,MBA,Western,No,15250
1263,Yaw Asare,Male,24,1.57,ten,MPhil Statistics,upper west,YES,3500
1121,Rashid Brown,M,29,2.79,14,MSc Data Science,eastern,YES,14750
2128,Joseph Amankwah,M,23,1.39,15,MSc Data Science,Ashanti,no,7250
2431,Kofi Asare,Male,29,1.4,24,MSc Economics,central,YES,13500
1220,Irene Lee,male,33,3.11,8,MPhil Statistics,Upper West,No,7750
1268,Grace Owusu,F,18,2.25,33,MSc Economics,western,YES,3750
1369,Adwoa Nkrumah,Male,20,3.78,13,MPhil Statistics,northern,No,7750
