person_id,name,gender,age,education_years,region,employment_status,industry,hours_worked_per_week,monthly_income,job_search_active,survey_source
2487,Kofi Brown,F,23,11,central,Informal,Agriculture,64,3200.0,YES,lfs
2891,Akosua Doe,Male,38,9,northern,Informal,Services,10,,No,hs
2099,Emmanuel Addo,M,28,20,volta,Informal,Public Sector,34,7100.0,No,lfs
3432,Kwame Owusu,M,62,10,Ashanti,Not in Labour Force,Manufacturing,forty,1650.0,no,HIES
3282,Abena Sarpong,Male,30,13,Upper East,Not in Labour Force,agric,45,1500.0,Yes,LFS
3230,Kwame Agyeman,female,18,15,Eastern,Employed,serv,58,?,Yes,HS
2056,Abena Mensah,male,21,18,northern,Unemployed,Agriculture,24,1400.0,No,LFS
3406,Grace Addo,F,47,13,Ashanti,Not in Labour Force,agric,69,?,Yes,HIES
2612,Samuel Mensah,female,16,11,Greater Accra,emp,Trade,49,2900.0,Yes,hs
2228,Grace Boateng,female,52,13,Central,Employed,Trade,57,3050.0,no,HIES
2176,Michael Agyeman,M,29,16,Upper East,emp,serv,43,5000.0,YES,hies
2030,Kofi Boateng,female,44,8,Upper West,Employed,Manufacturing,forty,2650.0,YES,hs
3228,Joseph Tetteh,male,41,3,Northern,Informal,Services,69,2150.0,No,hies
3169,Emmanuel Agyeman,Female,16,5,upper west,Not in Labour Force,Agriculture,5,5700.0,No,HS
2510,Kojo Asare,male,41,17,central,unemp,Agriculture,30,2476.0,no,LFS
2139,Grace Tetteh,M,53,21,volta,Informal,agric,47,450.0,Yes,HS
2788,Rashid Agyeman,F,36,15,Western,Informal,Services,forty,3950.0,No,hies
3311,Yaw Tetteh,Female,43,13,Ashanti,Employed,Construction,9,1750.0,YES,HS
3043,Fatima Lee,F,54,2,Northern,Unemployed,Public Sector,5,850.0,YES,hs
2982,Joseph Tetteh,male,52,17,greater accra,emp,Trade,30,7000.0,YES,HS
2919,Akosua Tetteh,F,26,11,Upper West,Employed,Trade,17,5050.0,YES,hies
2724,Abena Nkrumah,male,61,12,Ashanti,unemp,Public Sector,67,3200.0,No,hies
3410,Selina Amankwah,F,19,8,eastern,unemp,Services,30,6650.0,No,LFS
2192,Daniel Ofori,Female,60,14,northern,Self-employed,Services,40,3600.0,Yes,hs
3188,Samuel Agyeman,female,37,20,upper west,Employed,Public Sector,54,4550.0,Yes,hs
2742,Michael Owusu,female,49,17,Greater Accra,Employed,Trade,25,2650.0,No,hies
2694,Akosua Owusu,F,15,15,ashanti,Not in Labour Force,Agriculture,62,7800.0,No,lfs
2850,Kojo Owusu,male,28,15,volta,unemp,serv,56,2650.0,YES,lfs
3261,Rashid Tetteh,Male,25,9,ashanti,emp,Manufacturing,31,1300.0,Yes,lfs
2463,Akosua Nkrumah,F,64,16,Greater Accra,Informal,Public Sector,62,2950.0,No,LFS
2893,Joseph Boateng,male,34,0,northern,unemp,Public Sector,forty,4000.0,No,HS
3353,Samuel Agyeman,male,19,20,western,Informal,Manufacturing,17,4000.0,No,HIES
2016,Selina Nkrumah,Male,54,3,Western,Unemployed,Public Sector,25,560.0,YES,HS
3424,Adwoa Addo,M,33,14,Greater Accra,Employed,agric,43,4450.0,No,lfs
2976,Adwoa Boateng,Male,37,13,Volta,unemp,Trade,11,,No,hies
3173,Irene Boateng,Female,26,6,Upper West,unemp,Services,27,1248.0,No,hs
2876,Abena Doe,Male,24,15,Upper East,unemp,Services,forty,1850.0,Yes,hs
3237,Emmanuel Doe,M,29,21,Western,Employed,Manufacturing,19,3550.0,Yes,hs
3180,Grace Asare,Male,40,2,upper west,Informal,Trade,42,7100.0,No,HS
3205,Isaac Doe,Female,34,4,Upper West,Employed,Construction,60,6600.0,Yes,HS
3250,Adwoa Lee,F,41,21,volta,Unemployed,Public Sector,18,2050.0,Yes,HS
2158,Ama Ofori,female,62,6,greater accra,Not in Labour Force,serv,forty,1850.0,YES,LFS
2599,Abena Sarpong,female,17,9,upper west,Self-employed,Manufacturing,56,4550.0,No,HS
2666,Akosua Ofori,Male,22,2,Volta,Informal,Public Sector,36,4300.0,no,HS
2121,Efua Addo,male,41,21,Greater Accra,Self-employed,Services,14,800.0,No,hs
2888,Yaw Brown,Female,61,13,volta,Self-employed,Manufacturing,37,5200.0,No,lfs
2991,Kojo Asare,M,20,13,northern,unemp,agric,26,1550.0,Yes,hs
3251,Isaac Boateng,F,37,16,Eastern,Not in Labour Force,agric,43,1700.0,YES,hies
3417,Ama Asare,female,61,21,Upper West,Employed,Manufacturing,17,4000.0,No,lfs
2439,Rashid Amankwah,female,16,6,Eastern,Unemployed,Public Sector,36,4850.0,Yes,HS
2410,Joseph Sarpong,M,20,11,upper west,unemp,Construction,35,1913.0,No,hs
2226,Kofi Owusu,male,28,5,Central,Informal,agric,30,2050.0,no,hs
2323,Selina Addo,F,21,16,upper east,Unemployed,agric,13,,No,lfs
3423,Isaac Brown,M,53,18,Volta,unemp,Manufacturing,1,1750.0,no,HIES
2754,Abena Tetteh,Female,28,19,Western,Unemployed,agric,47,2500.0,no,lfs
3142,Daniel Boateng,Male,twenty-five,4,greater accra,Informal,Trade,49,7600.0,no,lfs
3453,Fatima Boateng,female,16,5,eastern,Not in Labour Force,Manufacturing,59,7900.0,no,HS
2945,Emmanuel Mensah,F,39,7,Volta,Self-employed,Trade,1,6600.0,YES,lfs
3133,Isaac Addo,M,42,14,western,Self-employed,Agriculture,29,4200.0,YES,hs
2173,Grace Sarpong,Male,53,20,Eastern,unemp,Services,16,6300.0,No,hies
2305,Kwame Agyeman,Female,17,7,volta,Employed,Trade,13,4550.0,no,hies
2768,Joseph Tetteh,male,39,15,eastern,Informal,Trade,35,7500.0,no,lfs
2805,Joseph Mensah,male,110,21,northern,Unemployed,Services,55,6500.0,no,hs
3099,Abena Boateng,M,56,17,Volta,Not in Labour Force,serv,31,?,YES,hs
2248,Selina Addo,M,49,21,Central,Unemployed,Manufacturing,16,2950.0,YES,LFS
3399,Abena Brown,Female,46,14,upper west,Unemployed,Construction,42,7800.0,Yes,LFS
3473,Fatima Boateng,F,25,17,Northern,Employed,Agriculture,16,6750.0,Yes,lfs
2650,Efua Nkrumah,M,110,12,Volta,Unemployed,Manufacturing,49,5950.0,YES,hies
2961,Ama Doe,Male,41,1,Ashanti,Informal,Public Sector,17,,No,HIES
2227,Kojo Doe,male,27,9,Central,emp,Construction,30,5450.0,No,lfs
2156,Irene Sarpong,male,52,12,upper west,Informal,Agriculture,9,,no,HS
2232,Kojo Brown,Male,34,16,Northern,Informal,Construction,52,4050.0,no,HIES
2789,Joseph Brown,F,22,11,Greater Accra,Informal,Agriculture,4,1350.0,No,lfs
3392,Daniel Brown,male,56,1,upper west,unemp,Construction,45,5900.0,no,HIES
2723,Kojo Ofori,female,19,2,northern,Unemployed,Services,26,661.0,No,hies
3253,Yaw Brown,M,36,16,Central,Unemployed,agric,14,1400.0,No,lfs
2405,Abena Ofori,male,39,4,upper west,Unemployed,Manufacturing,18,6050.0,No,HIES
3008,Isaac Ofori,Male,23,13,Central,unemp,Trade,20,5500.0,YES,hies
3298,Fatima Sarpong,M,32,13,western,Unemployed,agric,22,900.0,no,lfs
2576,Adwoa Ofori,Male,twenty-five,9,volta,Self-employed,Construction,48,2450.0,no,lfs
2428,Kojo Tetteh,Male,twenty-five,21,Upper West,Not in Labour Force,serv,66,6700.0,no,hs
2289,Michael Mensah,M,23,2,ashanti,Employed,Construction,12,,no,LFS
2597,Michael Ofori,Female,42,16,northern,unemp,serv,forty,7250.0,Yes,HIES
2985,Emmanuel Asare,F,31,14,upper west,Self-employed,Services,30,5950.0,Yes,HIES
3148,Irene Boateng,M,23,10,Greater Accra,Unemployed,Agriculture,12,3200.0,YES,HIES
2020,Joseph Doe,F,23,8,Greater Accra,Self-employed,Trade,51,1300.0,Yes,hies
2392,Ama Sarpong,Female,29,12,upper east,emp,Construction,4,800.0,Yes,LFS
3368,Akosua Agyeman,male,22,20,Greater Accra,emp,Public Sector,30,250.0,YES,HIES
2333,Irene Amankwah,M,31,4,upper west,Employed,agric,14,1600.0,No,HS
2944,Efua Brown,Male,61,3,volta,unemp,agric,30,450.0,Yes,HS
2045,Efua Agyeman,Male,34,16,eastern,Employed,serv,53,4700.0,no,lfs
3219,Daniel Asare,female,34,0,Western,Informal,Trade,45,2550.0,YES,HIES
3466,Samuel Amankwah,female,34,5,upper west,Not in Labour Force,Agriculture,6,,YES,HS
2695,Michael Owusu,M,64,5,western,Employed,Public Sector,39,7250.0,Yes,lfs
2355,Rashid Doe,male,46,9,upper west,unemp,serv,7,,no,hs
2783,Fatima Nkrumah,F,53,1,Eastern,Employed,Agriculture,51,6750.0,no,hies
3389,Joseph Lee,F,46,17,Eastern,unemp,Trade,29,6200.0,No,HIES
2436,Emmanuel Tetteh,male,25,5,eastern,Employed,Services,10,7200.0,no,hies
2373,Grace Addo,F,46,15,eastern,unemp,Agriculture,45,900.0,no,LFS
2799,Kojo Amankwah,F,32,14,Eastern,Unemployed,Public Sector,14,1832.0,no,lfs
2880,Kwame Asare,female,33,7,Eastern,Informal,Services,49,?,YES,HS
3154,Irene Mensah,female,58,13,greater accra,emp,Construction,32,3750.0,Yes,HIES
2240,Akosua Doe,Female,41,10,upper west,emp,Manufacturing,16,1250.0,Yes,hies
2737,Joseph Ofori,M,28,18,ashanti,Informal,Construction,forty,5650.0,YES,hies
3011,Kofi Doe,Male,61,6,Western,Employed,Manufacturing,18,4100.0,no,HIES
2034,Kofi Amankwah,Male,23,16,Upper West,unemp,Trade,37,?,No,HIES
3065,Emmanuel Ofori,female,15,2,Eastern,Not in Labour Force,Public Sector,44,1200.0,No,HIES
3285,Irene Agyeman,M,32,0,Ashanti,Not in Labour Force,Services,9,3250.0,No,HIES
2293,Adwoa Ofori,M,51,21,Eastern,Self-employed,Agriculture,8,5400.0,No,lfs
3344,Samuel Lee,female,38,10,Central,Self-employed,agric,5,6050.0,no,lfs
2125,Efua Mensah,male,55,7,Eastern,Unemployed,Trade,50,5550.0,YES,HS
2291,Rashid Tetteh,F,54,0,western,Informal,Trade,36,200.0,No,LFS
2346,Adwoa Agyeman,female,42,13,Ashanti,Informal,Trade,20,7300.0,Yes,HIES
3091,Kojo Sarpong,Male,51,6,volta,Informal,serv,39,3850.0,no,hies
3358,Kwame Boateng,female,20,20,Volta,Self-employed,Services,36,4550.0,Yes,HS
3165,Joseph Ofori,male,43,16,Western,Not in Labour Force,Agriculture,24,450.0,no,hs
3178,Abena Nkrumah,male,53,12,western,emp,Public Sector,25,4700.0,No,lfs
2165,Selina Asare,M,30,2,Western,Not in Labour Force,Trade,54,2000.0,no,LFS
2662,Fatima Amankwah,Male,27,21,ashanti,Not in Labour Force,Manufacturing,50,6750.0,no,hs
2412,Efua Boateng,Female,49,1,northern,Self-employed,Services,47,,YES,hs
2400,Adwoa Lee,Male,31,10,Eastern,Unemployed,agric,25,,no,LFS
3021,Kwame Asare,male,44,19,greater accra,Unemployed,Services,7,5300.0,No,HS
2780,Adwoa Agyeman,M,44,19,Central,Employed,serv,41,2650.0,YES,HS
2434,Kofi Addo,male,48,8,northern,Employed,Agriculture,15,1700.0,Yes,hs
2021,Daniel Doe,F,63,16,northern,emp,Trade,56,1300.0,YES,hies
2704,Kojo Doe,F,55,14,western,Unemployed,Agriculture,24,4250.0,Yes,HIES
3179,Rashid Doe,M,32,19,Volta,Unemployed,Construction,22,200.0,YES,HS
3454,Grace Boateng,Male,22,3,Upper West,unemp,Agriculture,55,6850.0,no,HIES
2409,Kojo Ofori,M,32,9,eastern,Unemployed,serv,30,250.0,Yes,HS
2357,Samuel Ofori,male,34,18,central,Employed,Construction,8,1150.0,YES,lfs
2994,Rashid Amankwah,male,twenty-five,14,eastern,unemp,Manufacturing,47,150.0,YES,LFS
2050,Daniel Asare,male,110,4,Volta,Not in Labour Force,Manufacturing,48,2800.0,Yes,lfs
3365,Daniel Brown,female,31,0,Central,unemp,Trade,49,2550.0,Yes,hs
3330,Isaac Doe,female,64,2,Upper East,emp,agric,43,800.0,No,hs
2616,Joseph Brown,male,27,0,Upper West,Unemployed,serv,65,5350.0,no,HIES
2983,Kojo Tetteh,Male,25,4,ashanti,unemp,Manufacturing,2,?,YES,LFS
2641,Yaw Ofori,Male,52,5,Western,Unemployed,agric,67,7700.0,Yes,HIES
2849,Emmanuel Asare,Male,52,8,Eastern,Self-employed,Services,35,4450.0,Yes,hies
2535,Efua Nkrumah,Female,58,13,upper east,Self-employed,Public Sector,7,2150.0,Yes,hs
2067,Yaw Doe,female,36,12,Ashanti,Unemployed,Manufacturing,68,7900.0,YES,LFS
2151,Kofi Boateng,Female,48,19,Greater Accra,Employed,serv,6,6450.0,Yes,HIES
3320,Michael Sarpong,male,34,1,Upper East,unemp,Public Sector,forty,5950.0,No,hs
2820,Isaac Owusu,female,61,12,Northern,Employed,agric,31,5850.0,Yes,HS
2830,Yaw Nkrumah,female,59,12,central,Employed,Services,54,4900.0,no,hs
2792,Emmanuel Brown,Female,52,9,Greater Accra,unemp,Construction,41,3500.0,no,lfs
2997,Emmanuel Tetteh,male,63,21,Central,Unemployed,Agriculture,36,,Yes,hies
3134,Akosua Addo,Male,45,12,central,Unemployed,Trade,38,4300.0,YES,hs
2832,Rashid Lee,male,56,4,greater accra,Not in Labour Force,Agriculture,40,4600.0,Yes,HS
3110,Grace Owusu,Female,33,16,Western,Unemployed,serv,13,1716.0,no,hs
2838,Fatima Mensah,male,21,17,eastern,Unemployed,Manufacturing,1,,YES,HS
2331,Selina Asare,male,49,2,upper east,emp,Public Sector,10,4600.0,No,lfs
2992,Kojo Ofori,female,48,18,Greater Accra,emp,Trade,2,2700.0,YES,hs
3038,Kojo Sarpong,female,46,16,greater accra,Employed,Construction,60,4800.0,YES,lfs
2036,Irene Ofori,male,55,15,Volta,emp,Agriculture,34,1200.0,YES,hs
2831,Isaac Addo,M,46,4,Central,Unemployed,serv,57,2100.0,no,HIES
2446,Kojo Lee,M,34,17,ashanti,Not in Labour Force,serv,57,1400.0,no,hs
2350,Fatima Agyeman,male,48,8,eastern,Employed,Agriculture,43,5050.0,YES,hs
2732,Daniel Ofori,F,61,1,Upper West,Informal,Services,25,3900.0,no,LFS
2342,Selina Lee,Male,41,8,greater accra,emp,Public Sector,46,6300.0,no,lfs
2578,Kojo Ofori,M,28,20,central,unemp,Manufacturing,28,7250.0,YES,lfs
3220,Fatima Mensah,F,54,0,ashanti,Unemployed,Trade,forty,2200.0,No,LFS
2502,Daniel Nkrumah,female,37,0,Upper East,unemp,Manufacturing,31,1179.0,No,hs
2977,Irene Agyeman,female,55,21,western,Not in Labour Force,Manufacturing,1,6950.0,No,hs
3040,Selina Doe,M,26,20,upper east,Informal,Agriculture,forty,6400.0,YES,HS
2638,Grace Brown,female,twenty-five,8,Volta,Unemployed,agric,66,3800.0,Yes,HS
2713,Ama Lee,female,34,3,western,Unemployed,Manufacturing,18,2900.0,YES,hies
3096,Abena Sarpong,M,51,3,western,Not in Labour Force,Manufacturing,15,,No,HIES
2239,Efua Amankwah,female,17,18,Eastern,Employed,Manufacturing,7,200.0,no,hies
2609,Selina Addo,Female,30,4,Ashanti,emp,Public Sector,3,7500.0,no,LFS
2847,Yaw Nkrumah,male,28,2,Eastern,Informal,Construction,13,5750.0,Yes,lfs
3297,Daniel Amankwah,F,24,20,upper east,emp,Services,13,5400.0,YES,hies
2238,Daniel Ofori,female,65,15,central,Self-employed,agric,9,5700.0,no,lfs
3177,Kwame Mensah,female,41,5,Eastern,Employed,Public Sector,11,3400.0,Yes,LFS
2965,Kwame Ofori,Male,45,17,Upper West,Self-employed,Manufacturing,65,3700.0,Yes,hies
3082,Selina Brown,M,15,8,Greater Accra,Informal,Agriculture,62,3700.0,Yes,lfs
2039,Efua Amankwah,male,51,3,western,Unemployed,Trade,52,3450.0,YES,LFS
2105,Selina Owusu,Female,25,18,western,Not in Labour Force,Public Sector,62,4000.0,Yes,HS
3061,Daniel Addo,Female,35,4,Greater Accra,emp,Agriculture,10,5450.0,No,HS
2229,Kwame Brown,M,31,0,Ashanti,Not in Labour Force,Construction,9,7750.0,Yes,hs
2740,Kofi Asare,Male,65,0,ashanti,Self-employed,Construction,42,4300.0,Yes,HS
2503,Fatima Amankwah,M,53,18,greater accra,Not in Labour Force,Trade,30,6100.0,YES,LFS
3017,Kojo Ofori,male,64,17,Greater Accra,unemp,Public Sector,14,5150.0,No,HIES
3336,Abena Addo,M,57,6,eastern,Employed,agric,38,650.0,No,LFS
2437,Emmanuel Nkrumah,Female,62,20,Central,Not in Labour Force,Public Sector,69,250.0,YES,lfs
2678,Selina Ofori,M,28,18,Ashanti,Employed,Trade,58,3000.0,Yes,hies
2271,Isaac Sarpong,female,34,4,Greater Accra,Employed,Manufacturing,2,5900.0,Yes,HIES
2421,Kojo Mensah,M,twenty-five,1,Upper East,Unemployed,Trade,39,7300.0,no,lfs
3024,Abena Lee,male,49,15,Central,Informal,Construction,53,5450.0,No,hies
2527,Emmanuel Ofori,male,19,6,Upper East,Employed,Agriculture,14,2350.0,YES,hies
2869,Isaac Doe,male,31,7,upper west,Informal,Public Sector,1,5950.0,no,hies
2675,Selina Ofori,M,63,14,Northern,Unemployed,Construction,24,5000.0,No,HIES
2842,Grace Asare,Male,37,0,ashanti,unemp,Agriculture,62,6000.0,Yes,hies
3296,Michael Agyeman,female,56,21,Eastern,Unemployed,Services,63,6050.0,Yes,HS
3257,Efua Doe,M,16,4,Western,Employed,Public Sector,70,1750.0,Yes,LFS
2545,Joseph Tetteh,Male,50,17,Upper East,Employed,Agriculture,37,6700.0,No,lfs
2594,Kwame Owusu,male,twenty-five,12,Eastern,Self-employed,serv,forty,6750.0,YES,LFS
3362,Kojo Doe,F,15,3,Northern,unemp,Services,58,5050.0,Yes,hs
2697,Kofi Lee,M,39,5,northern,emp,Trade,56,,no,LFS
2646,Selina Sarpong,male,58,0,Northern,unemp,agric,10,1122.0,Yes,hies
2686,Kojo Lee,M,19,3,Northern,emp,Trade,35,4700.0,YES,HIES
2128,Irene Agyeman,M,27,5,Upper East,emp,Agriculture,9,1150.0,No,lfs
2771,Joseph Doe,female,57,6,upper east,Not in Labour Force,Services,forty,,YES,LFS
2003,Akosua Mensah,Male,29,10,greater accra,Unemployed,Manufacturing,58,5150.0,Yes,HS
2490,Emmanuel Tetteh,Female,56,2,Eastern,Employed,Public Sector,27,3800.0,Yes,hs
2280,Rashid Mensah,female,59,6,Ashanti,Unemployed,Agriculture,13,754.0,Yes,lfs
2207,Yaw Lee,male,27,3,central,unemp,Manufacturing,22,6600.0,no,HS
2621,Irene Agyeman,female,40,15,Eastern,Informal,agric,7,5650.0,No,HS
2632,Kwame Boateng,male,38,4,Northern,Unemployed,serv,16,2700.0,Yes,hies
3218,Akosua Owusu,female,24,20,Upper East,Not in Labour Force,Construction,66,2900.0,YES,HS
2425,Daniel Ofori,Male,110,6,upper east,Self-employed,agric,69,5150.0,No,hs
2940,Adwoa Lee,Male,35,6,upper east,emp,Services,51,7550.0,YES,hies
3415,Abena Asare,M,53,11,northern,Employed,Trade,24,4050.0,No,HS
3122,Kofi Amankwah,M,17,10,northern,unemp,Agriculture,10,7000.0,no,lfs
2320,Ama Doe,F,65,2,Upper East,Informal,serv,60,4200.0,YES,lfs
2676,Irene Boateng,F,43,5,volta,Unemployed,Trade,8,7950.0,no,hs
2162,Yaw Lee,Female,44,5,Upper West,Not in Labour Force,serv,64,7850.0,Yes,HS
2525,Selina Amankwah,female,38,1,eastern,Unemployed,Services,44,2150.0,Yes,LFS
2513,Kofi Mensah,Male,42,20,ashanti,Informal,Manufacturing,40,7850.0,no,LFS
2484,Emmanuel Asare,Male,57,1,Western,Employed,Trade,66,3850.0,no,hs
2665,Irene Boateng,M,45,7,Northern,Employed,Manufacturing,9,4400.0,No,lfs
3405,Ama Doe,F,30,19,western,Employed,agric,61,6450.0,Yes,hies
3093,Daniel Doe,F,twenty-five,2,Eastern,Not in Labour Force,serv,20,2300.0,YES,hs
3295,Rashid Nkrumah,Female,59,18,Eastern,emp,Public Sector,3,300.0,No,HS
2477,Grace Ofori,Female,55,0,Northern,Not in Labour Force,Agriculture,41,7950.0,No,HS
2585,Adwoa Addo,Female,48,15,northern,Not in Labour Force,Trade,66,2500.0,No,lfs
2834,Fatima Mensah,male,twenty-five,10,Central,unemp,Construction,2,3050.0,Yes,LFS
2456,Yaw Sarpong,Male,52,14,Western,Employed,Services,6,1250.0,no,LFS
2022,Akosua Ofori,M,61,12,central,Not in Labour Force,agric,2,5800.0,YES,lfs
2817,Efua Boateng,Male,27,9,central,emp,Construction,65,2050.0,No,HIES
2835,Kofi Sarpong,Female,48,2,western,unemp,agric,41,300.0,YES,hies
2167,Akosua Lee,M,15,4,Western,Unemployed,Services,24,1250.0,Yes,hs
2116,Efua Addo,Female,41,14,central,Self-employed,Agriculture,62,2950.0,no,HS
2962,Irene Brown,M,37,8,eastern,Employed,Trade,66,4750.0,YES,hies
2863,Ama Nkrumah,Female,110,18,volta,Self-employed,serv,41,5150.0,no,hs
3012,Ama Brown,Male,51,6,Central,Self-employed,Manufacturing,26,5750.0,no,lfs
2719,Abena Amankwah,male,twenty-five,1,greater accra,unemp,Construction,43,,YES,HIES
2899,Isaac Addo,F,twenty-five,17,eastern,Informal,Public Sector,67,1200.0,no,hies
3323,Irene Nkrumah,Female,18,16,western,Self-employed,serv,7,2550.0,Yes,lfs
2301,Efua Brown,female,22,17,Eastern,Not in Labour Force,Services,26,7000.0,No,HIES
2100,Ama Addo,M,35,1,upper west,Unemployed,Manufacturing,59,2600.0,No,HS
2827,Yaw Amankwah,Female,36,1,Northern,emp,Services,65,1950.0,No,lfs
2431,Fatima Boateng,female,21,7,Upper East,unemp,Construction,51,2750.0,YES,HIES
2129,Ama Brown,M,43,1,Northern,emp,Construction,41,5400.0,YES,lfs
3234,Samuel Brown,F,33,17,central,emp,Agriculture,25,1100.0,no,hs
2153,Adwoa Brown,male,17,20,Central,Self-employed,Trade,44,3450.0,No,lfs
2252,Fatima Boateng,Male,65,5,Central,Unemployed,Public Sector,33,300.0,YES,lfs
3158,Grace Owusu,F,65,7,Eastern,Unemployed,Trade,69,400.0,Yes,HIES
2728,Ama Agyeman,Female,33,15,western,Self-employed,Agriculture,28,500.0,no,hies
2935,Yaw Amankwah,F,34,4,Western,Not in Labour Force,agric,40,3500.0,YES,hs
3402,Samuel Amankwah,female,44,21,Eastern,emp,Trade,50,7450.0,no,HS
2896,Kojo Tetteh,M,57,3,upper west,Not in Labour Force,Construction,13,,Yes,HIES
2369,Fatima Asare,Female,37,16,Greater Accra,Self-employed,Construction,19,2500.0,no,hs
2136,Kojo Boateng,Male,26,1,Upper East,Self-employed,Trade,53,5150.0,no,hies
2653,Efua Addo,F,25,15,Volta,Informal,Trade,46,500.0,Yes,HIES
2370,Abena Owusu,Female,32,21,Volta,Unemployed,Public Sector,20,1464.0,YES,lfs
2155,Daniel Owusu,Male,15,3,central,emp,agric,59,600.0,Yes,hs
2987,Selina Mensah,Male,26,1,Central,Employed,Services,forty,4300.0,no,hs
3458,Samuel Doe,F,64,0,eastern,unemp,Agriculture,30,6500.0,No,LFS
2306,Samuel Lee,M,16,14,greater accra,Self-employed,Construction,forty,?,YES,HIES
2613,Kofi Owusu,female,16,11,central,unemp,Manufacturing,9,5350.0,No,hs
3075,Efua Tetteh,female,16,17,Upper West,Not in Labour Force,Construction,forty,4000.0,YES,hies
2420,Grace Brown,male,16,11,ashanti,Employed,Public Sector,55,1500.0,No,lfs
3222,Akosua Owusu,male,21,17,northern,Employed,Manufacturing,62,1100.0,No,HS
3132,Isaac Amankwah,M,34,21,upper west,Informal,serv,32,5650.0,Yes,lfs
2247,Michael Sarpong,F,43,2,Eastern,Unemployed,Trade,18,1242.0,no,HIES
2709,Abena Lee,F,29,8,Eastern,Employed,Services,5,950.0,no,HIES
2314,Joseph Boateng,M,52,8,northern,emp,Agriculture,5,1900.0,no,HIES
3135,Grace Asare,Female,60,8,greater accra,Not in Labour Force,Services,8,5250.0,Yes,LFS
3371,Joseph Nkrumah,Male,30,8,upper east,Self-employed,Public Sector,70,2050.0,YES,LFS
2668,Irene Asare,male,63,4,Ashanti,Not in Labour Force,Trade,33,6450.0,Yes,HS
2972,Adwoa Asare,Male,58,6,Upper West,Not in Labour Force,Manufacturing,60,5100.0,No,LFS
3240,Abena Ofori,Female,54,12,ashanti,Informal,Trade,29,3350.0,No,HS
2677,Kwame Brown,M,34,1,central,Self-employed,Manufacturing,42,2250.0,Yes,HIES
2966,Isaac Agyeman,female,39,10,Volta,Informal,Construction,32,,no,HS
3284,Adwoa Asare,Female,52,20,Central,Employed,Trade,36,350.0,YES,lfs
2142,Selina Addo,female,35,7,Upper East,emp,Manufacturing,6,5950.0,no,hs
3095,Kojo Amankwah,female,42,5,central,Employed,agric,34,2300.0,YES,HIES
2879,Yaw Doe,F,30,18,greater accra,Self-employed,Public Sector,15,,No,hies
2744,Selina Owusu,female,28,17,Greater Accra,Self-employed,Services,48,5900.0,Yes,HS
3374,Kojo Nkrumah,F,17,7,Western,Unemployed,Construction,forty,3700.0,no,HS
2113,Rashid Nkrumah,M,twenty-five,10,Northern,Unemployed,Manufacturing,19,6400.0,no,LFS
3397,Efua Mensah,F,25,5,central,Not in Labour Force,Services,4,1550.0,no,HS
3457,Isaac Asare,M,23,14,central,Self-employed,serv,29,3450.0,No,LFS
2546,Kojo Owusu,F,60,12,Ashanti,Not in Labour Force,agric,9,2200.0,YES,LFS
3174,Ama Amankwah,female,30,16,upper east,Self-employed,Agriculture,54,4250.0,No,hies
3314,Michael Asare,female,38,15,northern,emp,Services,15,1200.0,No,hies
2856,Fatima Amankwah,Male,23,9,volta,Employed,agric,54,400.0,No,HS
3034,Daniel Boateng,Female,47,13,Upper West,Self-employed,Trade,67,4450.0,No,HS
3373,Akosua Addo,F,18,19,Northern,Informal,Construction,7,1550.0,Yes,lfs
2060,Akosua Amankwah,Female,52,11,Central,unemp,Public Sector,48,6400.0,No,lfs
2335,Efua Ofori,M,27,21,upper east,Self-employed,serv,27,1600.0,Yes,lfs
2329,Selina Mensah,Female,58,21,eastern,unemp,Public Sector,1,7900.0,Yes,LFS
2691,Emmanuel Addo,male,65,8,upper east,emp,agric,51,1600.0,Yes,hs
2817,Efua Boateng,Male,27,9,central,emp,Construction,65,2050.0,No,HIES
3241,Akosua Owusu,F,48,6,Volta,Self-employed,Manufacturing,9,350.0,Yes,HIES
3235,Michael Amankwah,M,54,3,Upper East,Informal,agric,26,5400.0,YES,LFS
2745,Ama Boateng,Male,57,20,Central,emp,Agriculture,49,7950.0,no,LFS
2353,Kwame Brown,M,35,10,upper east,unemp,Construction,27,2100.0,Yes,LFS
2222,Joseph Asare,male,42,7,Western,Self-employed,Services,31,1450.0,Yes,LFS
2119,Grace Asare,female,25,11,western,Employed,Agriculture,24,5650.0,YES,lfs
2868,Daniel Asare,female,37,5,Western,emp,Agriculture,1,4900.0,YES,hies
2625,Abena Amankwah,F,58,0,Ashanti,Not in Labour Force,Agriculture,29,650.0,YES,LFS
3119,Selina Agyeman,male,46,4,northern,Employed,Trade,42,200.0,no,HS
2005,Joseph Nkrumah,M,41,16,ashanti,Unemployed,Manufacturing,20,6400.0,no,HS
2171,Abena Lee,Female,25,20,Upper East,Self-employed,serv,56,7050.0,No,HIES
3195,Kwame Sarpong,Female,36,1,Upper East,Informal,Public Sector,32,3550.0,YES,LFS
2825,Akosua Nkrumah,F,21,9,upper west,unemp,Services,45,2750.0,No,lfs
3342,Fatima Sarpong,M,42,17,Northern,Informal,Public Sector,64,3700.0,YES,LFS
2046,Kojo Sarpong,Male,29,13,central,Employed,Manufacturing,70,,YES,hs
3445,Abena Ofori,F,42,2,upper east,emp,Services,10,1900.0,Yes,hies
